公司,簡稱,年月,營收發布日,單月營收(千元)
8054,安國         ,202001,20200205,86745
8059,凱碩         ,202001,20200207,101678
8064,東捷         ,202001,20200207,233367
8066,來思達       ,202001,20200214,473293
8067,志旭         ,202001,20200207,15593
8068,全達         ,202001,20200207,157095
8069,元太         ,202001,20200211,976684
8071,能率網通     ,202001,20200210,282789
8074,鉅橡         ,202001,20200212,93691
8076,伍豐         ,202001,20200210,179350
8077,洛碁         ,202001,20200207,102015
8080,永利聯合     ,202001,20200210,658
8083,瑞穎         ,202001,20200205,127510
8084,巨虹         ,202001,20200210,115192
8085,福華         ,202001,20200210,63680
8086,宏捷科       ,202001,20200204,269664
8087,華鎂鑫       ,202001,20200210,7368
8088,品安         ,202001,20200210,147191
8089,康全電訊     ,202001,20200207,219796
8091,翔名         ,202001,20200207,105236
8092,建暐         ,202001,20200212,14576
8093,保銳         ,202001,20200210,37242
8096,擎亞         ,202001,20200210,2043402
8097,常珵         ,202001,20200210,6756
8099,大世科       ,202001,20200206,341324
8107,大億金茂     ,202001,20200210,66446
8109,博大         ,202001,20200204,60584
8111,立碁         ,202001,20200213,60935
8121,越峰         ,202001,20200207,178987
8147,正淩         ,202001,20200215,59139
8155,博智         ,202001,20200207,222991
8171,天宇         ,202001,20200214,14467
8176,智捷         ,202001,20200214,46212
8182,加高         ,202001,20200214,193235
8183,精星         ,202001,20200210,240585
8234,新漢         ,202001,20200207,551873
8240,華宏         ,202001,20200210,789313
8255,朋程         ,202001,20200207,289232
8277,商丞         ,202001,20200207,22578
8279,生展         ,202001,20200207,74389
8284,三竹         ,202001,20200210,148270
8289,泰藝         ,202001,20200210,95922
8291,尚茂         ,202001,20200210,27161
8299,群聯         ,202001,20200210,3325942
8342,益張         ,202001,20200207,119755
8349,恒耀         ,202001,20200214,777015
8354,冠好         ,202001,20200210,48335
8358,金居         ,202001,20200205,483433
8383,千附         ,202001,20200207,252344
8390,金益鼎       ,202001,20200207,324321
8401,白紗科       ,202001,20200206,74868
8403,盛弘         ,202001,20200210,256909
8406,金可-KY      ,202001,20200212,530904
8409,商之器       ,202001,20200207,41110
8410,森田         ,202001,20200207,56522
8415,大國鋼       ,202001,20200210,1391509
8416,實威         ,202001,20200211,105668
8418,捷必勝-KY    ,202001,20200210,156286
8420,明揚         ,202001,20200206,106026
8421,旭源         ,202001,20200210,83624
8423,保綠-KY      ,202001,20200210,21618
8424,惠普         ,202001,20200207,37345
8426,紅木-KY      ,202001,20200210,59013
8431,匯鑽科       ,202001,20200210,62010
8432,東生華       ,202001,20200206,50425
8433,弘帆         ,202001,20200212,258176
8435,鉅邁         ,202001,20200207,50064
8436,大江         ,202001,20200205,511734
8437,大地-KY      ,202001,20200210,85105
8440,綠電         ,202001,20200207,48113
8444,綠河-KY      ,202001,20200210,198575
8446,華研         ,202001,20200205,115728
8450,霹靂         ,202001,20200210,49666
8455,大拓-KY      ,202001,20200210,136402
8472,夠麻吉       ,202001,20200210,29328
8476,台境         ,202001,20200211,89746
8477,創業家       ,202001,20200207,383527
8489,三貝德       ,202001,20200210,112514
8905,裕國         ,202001,20200207,185230
8906,花王         ,202001,20200210,20042
8908,欣雄         ,202001,20200211,585385
8916,光隆         ,202001,20200210,553846
8917,欣泰         ,202001,20200210,220533
8921,沈氏         ,202001,20200210,43579
8923,時報         ,202001,20200212,38188
8924,大田         ,202001,20200210,348322
8927,北基         ,202001,20200210,452725
8928,鉅明         ,202001,20200210,209422
8929,富堡         ,202001,20200213,62868
8930,青鋼         ,202001,20200206,56886
8931,大汽電       ,202001,20200207,116107
8932,宏大         ,202001,20200212,42149
8933,愛地雅       ,202001,20200215,350506
8935,邦泰         ,202001,20200207,80655
8936,國統         ,202001,20200213,153792
8937,合騏         ,202001,20200207,20624
8938,明安         ,202001,20200213,1263409
8941,關中         ,202001,20200210,160309
8942,森鉅         ,202001,20200205,272461
9949,琉園         ,202001,20200214,17867
9950,萬國通       ,202001,20200210,247188
9951,皇田         ,202001,20200210,436498
9960,邁達康       ,202001,20200207,28232
9962,有益         ,202001,20200207,183003
116,日盛證券     ,202001,20200207,318312
930,華南永昌證券 ,202001,20200207,237640
960,富邦證券     ,202001,20200210,598690
0009A0 ,永豐金證券   ,202001,20200210,777851
1333,恩得利       ,202001,20200212,30384
2928,紅馬-KY      ,202001,20200210,1077889
3144,新揚科       ,202001,20200210,202534
3562,頂晶科       ,202001,20200207,2166
4152,台微體       ,202001,20200210,6230
4803,VHQ-KY       ,202001,20200214,95924
4947,昂寶-KY      ,202001,20200210,359751
5304,鼎創達       ,202001,20200210,87951
5349,先豐         ,202001,20200206,542604
5850,日盛銀行     ,202001,20200207,354348
6008,凱基證       ,202001,20200210,1277450
6238,勝麗         ,202001,20200210,202482
6497,亞獅康-KY    ,202001,20200210,0
8287,英格爾       ,202001,20200210,118063
8934,衡平         ,202001,20200212,43788
1342,八貫         ,202002,20200309,133966
1597,直得         ,202002,20200306,89248
1752,南光         ,202002,20200306,168200
2211,長榮鋼       ,202002,20200310,808820
2241,艾姆勒       ,202002,20200303,67235
2247,汎德永業     ,202002,20200310,2115419
2753,八方雲集     ,202002,20200310,392872
2945,三商家購     ,202002,20200310,961891
3092,鴻碩         ,202002,20200309,90025
3138,耀登         ,202002,20200310,42100
3543,州巧         ,202002,20200310,195430
3592,瑞鼎         ,202002,20200306,1031217
4440,宜新實業     ,202002,20200309,114187
4770,上品         ,202002,        ,125115
5222,全訊         ,202002,20200305,55017
5244,弘凱         ,202002,20200305,31686
5306,桂盟         ,202002,20200310,234157
6426,統新         ,202002,20200310,50705
6438,迅得         ,202002,20200310,150176
6515,穎崴         ,202002,20200310,138078
6598,ABC-KY       ,202002,20200307,9250
6691,洋基工程     ,202002,20200310,232832
6719,力智         ,202002,20200306,229265
6743,安普新       ,202002,20200310,52018
6754,匯僑設計     ,202002,20200310,204111
6756,威鋒電子     ,202002,20200310,97192
6770,力積電       ,202002,        ,3349894
6776,展碁國際     ,202002,20200306,1122390
6790,永豐實       ,202002,        ,736009
6792,詠業         ,202002,        ,91746
6806,森崴能源     ,202002,        ,10791
1240,茂生農經     ,202002,20200310,168721
1258,其祥-KY      ,202002,20200310,226094
1259,安心         ,202002,20200309,392606
1264,德麥         ,202002,20200308,214857
1268,漢來美食     ,202002,20200310,219866
1336,台翰         ,202002,20200305,152488
1565,精華         ,202002,20200309,463892
1569,濱川         ,202002,20200306,147663
1570,力肯         ,202002,20200310,44416
1580,新麥         ,202002,20200309,82089
1584,精剛         ,202002,20200306,82528
1586,和勤         ,202002,20200303,79865
1591,駿吉-KY      ,202002,20200310,47024
1593,祺驊         ,202002,20200309,52042
1595,川寶         ,202002,20200306,78965
1599,宏佳騰       ,202002,20200310,177761
1742,台蠟         ,202002,20200310,43934
1777,生泰         ,202002,20200305,71083
1781,合世         ,202002,20200309,13942
1784,訊聯         ,202002,20200310,61994
1785,光洋科       ,202002,20200310,1355920
1788,杏昌         ,202002,20200306,252004
1796,金穎生技     ,202002,20200306,31767
1799,易威         ,202002,20200310,20325
1813,寶利徠       ,202002,20200310,42091
1815,富喬         ,202002,20200309,281013
2035,唐榮         ,202002,20200309,997018
2061,風青         ,202002,20200309,36063
2063,世鎧         ,202002,20200304,95326
2064,晉椿         ,202002,20200310,166139
2065,世豐         ,202002,20200306,174853
2066,世德         ,202002,20200310,173605
2067,嘉鋼         ,202002,20200310,40802
2070,精湛         ,202002,20200309,40495
2221,大甲         ,202002,20200310,67405
2230,泰茂         ,202002,20200310,26366
2235,謚源         ,202002,20200306,55177
2596,綠意         ,202002,20200310,2
2640,大車隊       ,202002,20200309,147253
2641,正德         ,202002,20200309,61811
2643,捷迅         ,202002,20200309,169127
2718,晶悅         ,202002,20200309,4912
2719,燦星旅       ,202002,20200310,40262
2724,富驛-KY      ,202002,20200310,14195
2726,雅茗-KY      ,202002,20200310,34732
2729,瓦城         ,202002,20200310,306717
2732,六角         ,202002,20200306,247928
2734,易飛網       ,202002,20200310,42956
2736,富野         ,202002,20200309,57716
2740,天蔥         ,202002,20200310,11327
2743,山富         ,202002,20200310,302006
2745,五福         ,202002,20200310,321772
2752,豆府         ,202002,20200309,121144
2754,亞洲藏壽司   ,202002,20200310,166248
2755,揚秦         ,202002,20200309,103951
2756,聯發國際     ,202002,        ,69073
2916,滿心         ,202002,20200309,72641
2924,東凌-KY      ,202002,20200310,11229
2926,誠品生活     ,202002,20200310,339244
2937,集雅社       ,202002,20200310,173765
2947,振宇五金     ,202002,        ,125666
3064,泰偉         ,202002,20200310,8193
3066,李洲         ,202002,20200305,13951
3067,全域         ,202002,20200309,4869
3071,協禧         ,202002,20200310,75891
3073,天方能源     ,202002,20200310,1112
3078,僑威         ,202002,20200306,174244
3081,聯亞         ,202002,20200305,180509
3083,網龍         ,202002,20200310,29041
3085,新零售       ,202002,20200310,11956
3086,華義         ,202002,20200310,7747
3088,艾訊         ,202002,20200306,356776
3089,億杰         ,202002,20200309,4470
3093,港建         ,202002,20200309,70288
3095,及成         ,202002,20200310,41258
3105,穩懋         ,202002,20200304,1964205
3114,好德         ,202002,20200309,214101
3115,寶島極       ,202002,20200306,41641
3118,進階         ,202002,20200309,43324
3122,笙泉         ,202002,20200310,16879
3128,昇銳         ,202002,20200310,72777
3131,弘塑         ,202002,20200309,159057
3141,晶宏         ,202002,20200304,80560
3147,大綜         ,202002,20200310,180365
3152,璟德         ,202002,20200305,160055
3162,精確         ,202002,20200310,38809
3163,波若威       ,202002,20200310,79987
3169,亞信         ,202002,20200305,38002
3171,新洲         ,202002,20200310,110164
3176,基亞         ,202002,20200310,43006
3178,公準         ,202002,20200309,118517
3188,鑫龍騰       ,202002,20200306,53723
3191,和進         ,202002,20200310,3124
3202,樺晟         ,202002,20200310,138484
3205,佰研         ,202002,20200310,48831
3206,志豐         ,202002,20200306,101831
3207,耀勝         ,202002,20200310,23270
3211,順達         ,202002,20200304,622137
3213,茂訊         ,202002,20200304,196585
3217,優群         ,202002,20200310,91370
3218,大學光       ,202002,20200310,124732
3219,倚強科       ,202002,20200310,0
3221,台嘉碩       ,202002,20200306,163773
3224,三顧         ,202002,20200309,112573
3226,至寶電       ,202002,20200309,189529
3227,原相         ,202002,20200305,487185
3228,金麗科       ,202002,20200302,24214
3230,錦明         ,202002,20200305,35464
3232,昱捷         ,202002,20200310,50911
3234,光環         ,202002,20200306,115215
3236,千如         ,202002,20200306,82078
3252,海灣         ,202002,20200310,22772
3259,鑫創         ,202002,20200306,31552
3260,威剛         ,202002,20200305,2504606
3264,欣銓         ,202002,20200305,694729
3265,台星科       ,202002,20200306,176899
3268,海德威       ,202002,20200306,57369
3272,東碩         ,202002,20200309,271944
3276,宇環         ,202002,20200310,66312
3284,太普高       ,202002,20200306,64502
3285,微端         ,202002,20200309,26429
3287,廣寰科       ,202002,20200306,27903
3288,點晶         ,202002,20200310,6199
3289,宜特         ,202002,20200310,255227
3290,東浦         ,202002,20200310,35949
3293,鈊象         ,202002,20200304,627294
3294,英濟         ,202002,20200310,117177
3297,杭特         ,202002,20200306,15088
3303,岱稜         ,202002,20200310,152560
3306,鼎天         ,202002,20200310,79720
3310,佳穎         ,202002,20200309,93620
3313,斐成         ,202002,20200310,81
3317,尼克森       ,202002,20200309,125267
3322,建舜電       ,202002,20200310,140599
3323,加百裕       ,202002,20200305,419604
3324,雙鴻         ,202002,20200309,571858
3325,旭品         ,202002,20200310,44621
3332,幸康         ,202002,20200309,44410
3339,泰谷         ,202002,20200309,27320
3354,律勝         ,202002,20200310,16381
3357,臺慶科       ,202002,20200309,230638
3360,尚立         ,202002,20200309,1197572
3362,先進光       ,202002,20200310,135831
3363,上詮         ,202002,20200306,77927
3372,典範         ,202002,20200309,92876
3373,熱映         ,202002,20200304,124463
3374,精材         ,202002,20200310,489029
3379,彬台         ,202002,20200310,25100
3388,崇越電       ,202002,20200306,482913
3390,旭軟         ,202002,20200310,40166
3402,漢科         ,202002,20200310,200369
3426,台興         ,202002,20200309,30961
3434,哲固         ,202002,20200310,39911
3438,類比科       ,202002,20200309,77536
3441,聯一光       ,202002,20200310,11241
3444,利機         ,202002,20200310,73826
3455,由田         ,202002,20200310,93626
3465,進泰電子     ,202002,20200310,323
3466,致振         ,202002,20200310,30660
3479,安勤         ,202002,20200310,414639
3483,力致         ,202002,20200309,151110
